,product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
11583,3421557701504,Flocons d'avoine sans gluten,Grillon d'Or,375.0,1569.0,61.0,0.9,7.1,1.3,12.0,10.0,0.0,0.0,1.0,-4.0,0.0,0.014754098360655738,Moderate,Low Sugar,No
11584,3422440006409,Purée de pommes de terre,Créaline,97.0,405.848,12.0,1.9,4.0,2.7,2.3,1.2,0.55,0.22,3.0,5.0,0.0,0.15833333333333333,Low,Low Sugar,No
11585,3445850002151,Fleur de sel de Guérande,Le guerandais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,2.0,7.0,0.0,0.0,Low,Low Sugar,No
11586,3478820003186,Double concentré de tomate,"Jardin bio,Léa Nature",95.0,399.0,16.0,13.0,0.5,0.0,4.7,3.6,0.2,0.08,1.0,2.0,28.0,0.8125,Low,Moderate Sugar,No
11587,3560070586073,Lait ENTIER Stérilisé UHT,"Carrefour BIO, CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour",65.0,271.0,4.8,4.8,3.6,2.2,3.3,0.0,0.09,0.036,1.0,4.0,0.0,1.0,Low,Low Sugar,No
11588,3560070846788,Saucisses de Toulouse Aux lentilles vertes du Berry IGP,Carrefour,172.0,718.0,10.0,0.6,10.0,3.7,9.5,1.6,0.94,0.376,3.0,7.0,18.8,0.06,Low,Low Sugar,No
11589,3560070848447,Gnocchi Aux pommes de terre,"Carrefour,Carrefour Classic",165.0,697.0,36.0,1.2,0.0,0.0,4.1,2.4,0.36,0.144,3.0,2.0,0.0,0.03333333333333333,Low,Low Sugar,No
11590,3560071013097,Crunchy 4 noix,Carrefour,466.0,1953.0,58.0,14.0,19.0,2.5,11.0,9.6,0.1,0.04,4.0,1.0,12.0,0.2413793103448276,Moderate,Moderate Sugar,Yes
11591,3564700001042,Huile dolives,"Marque Repère, Rustica",819.0,3367.0,0.0,0.0,91.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,High,Low Sugar,No
11592,3564700004845,Macédoine de légumes,"Marque Repère, Notre Jardin",39.0,164.0,4.9,1.0,0.5,0.1,2.7,4.3,0.55,0.22,3.0,-6.0,96.875,0.2040816326530612,Low,Low Sugar,No
11593,3564700010136,Cacahuètes Grillées et Salées,"Marque Repère, Tokapi",621.0,2556.0,10.0,4.5,51.0,5.8,26.0,8.8,0.8,0.32,3.0,-6.0,94.0,0.45,High,Low Sugar,No
11594,3564700019344,Pain de mie moulé ferme nature,"Marque Repère,Épi d'Or",275.0,1163.0,51.0,6.4,3.8,0.7,8.2,2.8,1.3,0.52,4.0,7.0,1.37708333333333,0.12549019607843137,Low,Low Sugar,Yes
11595,3564700395707,Spécialité au soja chocolat,"Marque Repère, Végé",89.0,383.0,14.0,11.0,2.0,0.6,3.3,1.9,0.12,0.048,4.0,3.0,6.0,0.7857142857142857,Low,Moderate Sugar,Yes
11596,3564700542743,Tuiles goût nature,"Marque Repère, Tokapi",501.0,2120.0,63.0,2.0,26.0,3.1,3.9,2.6,1.3,0.52,4.0,15.0,0.0,0.031746031746031744,High,Low Sugar,Yes
11597,3564700551622,Déli Matin Miel & Pépites de Chocolat,"Marque Repère, P'tit Déli",455.0,1877.0,69.0,26.0,14.0,5.8,8.8,4.5,0.82,0.328,4.0,19.0,0.0,0.37681159420289856,Moderate,High Sugar,Yes
11598,3564700562406,Sainte-maure fromage de chèvre,"Marque Repère, Les Croisés",291.0,1194.0,0.5,0.5,23.0,16.0,18.0,0.0,1.6,0.64,3.0,13.0,0.0,1.0,Low,Low Sugar,No
11599,3564700576090,Chips nature Maxi Format,"Marque Repère, Pom' Lisse, Pom'Lisse",540.0,2266.0,50.0,0.5,34.0,2.8,5.9,5.2,0.58,0.232,3.0,6.0,0.0,0.01,High,Low Sugar,No
11600,3564700719992,Tortillas de Blé,"Marque Repère, Tables du Monde",331.0,1396.0,54.0,1.3,8.0,0.9,9.3,3.0,1.3,0.52,4.0,7.0,7.89285714285714,0.024074074074074074,Moderate,Low Sugar,Yes
11601,3564700740699,Yaourts à la Grecque,"Délisse, Marque Repère",112.810707456979,472.0,2.8,2.8,10.0,6.5,3.2,0.0,0.1,0.04,4.0,6.0,0.0,1.0,Low,Low Sugar,Yes
11602,3564700768259,Cheddar,"Marque Repère, Les Croisés",392.0,1737.0,0.5,0.5,35.0,22.0,26.0,0.0,1.9,0.76,4.0,17.0,0.0,1.0,Moderate,Low Sugar,Yes
11603,3572420000481,Croc choc,Lucien Georgelin,446.0,1873.0,66.0,35.0,15.0,5.7,7.9,4.8,0.44,0.176,4.0,20.0,1.75,0.5303030303030303,Moderate,High Sugar,Yes
11604,3576566004006,Tofu lactofermenté Pesto,Sojami,221.0,920.0,1.2,0.0,14.0,1.5,22.0,1.2,0.5,0.2,3.0,-2.0,26.6666666666667,0.0,Low,Low Sugar,No
11605,3596710178780,100% pur jus POMMESans sucres ajoutés** Comme tous les jus de fruits. Contient les sucres naturellement présents dans les fruits.,Auchan,42.0,176.0,10.0,9.7,0.5,0.1,0.5,0.5,0.01,0.004,1.0,5.0,100.0,0.97,Low,Low Sugar,No
11606,3596710337217,Yaourts entier NATURE issu de l'agriculture biologique,Auchan Bio,66.0,274.0,5.0,4.8,3.5,2.3,3.4,0.5,0.12,0.048,3.0,2.0,0.0,0.96,Low,Low Sugar,No
11607,3596710354238,Avoine Bio,Auchan Bio,43.0,182.0,7.2,5.0,1.2,0.2,0.5,0.8,0.08,0.032,3.0,6.0,0.0,0.6944444444444444,Low,Low Sugar,No
11608,3596710407712,Pain grillé au blé complet,Auchan,388.0,1642.0,73.0,4.4,4.3,0.5,11.0,6.8,1.6,0.64,3.0,8.0,0.0,0.06027397260273973,Moderate,Low Sugar,No
11609,3608580006657,Dessert fruitier pomme poire,Andros,68.0,286.0,15.0,15.0,0.2,0.0,0.3,1.7,0.0,0.0,3.0,-1.0,94.0,1.0,Low,Moderate Sugar,No
11610,3608580745372,Confiture Myrtilles et Cassis,Bonne Maman,239.0,999.976,58.0,58.0,0.1,0.0,0.4,2.2,0.0,0.0,4.0,16.0,54.6875,1.0,Low,High Sugar,Yes
11611,3700490809448,BRK 1L PJ POMME TRBL CQLP,"C'est qui le patron ?!,La marque du consommateur",44.0,188.0,10.0,9.8,0.5,0.0,0.5,0.5,0.01,0.004,1.0,5.0,100.0,0.9800000000000001,Low,Low Sugar,No
11612,3760020502218,Petit Beurre Nature sans sucres,"Karéléa, Léa Nature",442.0,1848.0,68.0,0.0,18.0,11.0,7.7,5.2,0.22,0.088,4.0,14.0,0.0,0.0,Moderate,Low Sugar,Yes
11613,3760042990079,10 Feuille brick mil b 170g,Mil Brick,278.0,1178.0,60.0,1.7,1.1,0.2,5.6,2.4,3.8,1.52,4.0,21.0,0.0,0.028333333333333332,Low,Low Sugar,Yes
11615,3760091722997,Chocolat noir extra,Ethiquable,563.0,2355.592,42.2,35.4,38.8,23.1,8.0,8.2,0.0,0.0,4.0,22.0,0.0,0.838862559241706,High,High Sugar,Yes
11616,3760091727084,Pâte à tartiner aux noisettes,Ethiquable,543.0,2266.0,54.0,52.0,32.0,13.0,7.1,2.4,0.13,0.052,4.0,31.0,28.375,0.9629629629629629,High,High Sugar,Yes
11617,4000540003222,"Kellogs, Hafer-Müsli, Schoko und Keks",Kölln,444.0,1867.0,65.0,21.0,15.0,6.3,10.0,5.6,0.22,0.088,4.0,15.0,0.0,0.3230769230769231,Moderate,Moderate Sugar,Yes
11618,4003171036379,Wie Fleischwurst,Gutfried,176.0,727.0,4.0,2.2,13.5,1.1,7.0,5.0,2.3,0.92,4.0,12.0,15.15,0.55,Low,Low Sugar,Yes
11619,4003490323600,Joghurt Griechischer Art,Elinas,116.0,485.344,3.9,3.9,9.4,6.3,3.3,2.4,0.1275,0.051,1.0,7.0,0.0,1.0,Low,Low Sugar,No
11620,4008400290423,Kinder Pingui Schoko 4er-Packung,Ferrero,450.0,1873.0,37.8,33.1,29.7,20.0,7.0,2.4,0.254,0.1016,4.0,25.0,0.0,0.8756613756613758,Moderate,High Sugar,Yes
11621,4014400917956,Finest Selection Mandel Knusper Vielfalt,"merci,Storck",571.0,2389.0640000000003,47.2,44.5,37.4,19.0,9.6,2.4,0.2175,0.087,4.0,31.0,10.0333333333333,0.9427966101694915,High,High Sugar,Yes
11622,4056489009894,SOLEVITA Boisson aux fruits Tropical,Solevita,36.0,150.624,8.9,8.9,0.1,0.1,0.0,2.4,0.3675,0.147,4.0,7.0,12.0,1.0,Low,Low Sugar,Yes
11623,4260122390397,Smoothie - Triple Pink,True Fruits,54.0,225.936,12.0,11.0,0.1,0.0,0.5,1.1,0.01,0.004,1.0,9.0,66.0,0.9166666666666666,Low,Moderate Sugar,No
11624,5000157062710,Heinz Oxtail Soup,Heinz,45.0,188.28,7.4,2.4,0.6,0.3,2.2,2.4,0.6,0.24,4.0,2.0,24.3,0.3243243243243243,Low,Low Sugar,Yes
11625,5000159471510,M&M's Erdnuss,M&M'S,524.0,2190.0,59.0,53.0,26.0,11.0,9.8,2.4,0.11,0.044,4.0,31.0,23.75,0.8983050847457628,High,High Sugar,Yes
11626,5000165375161,extra mature cheddar,Pilgrims Choice,416.0,1740.544,0.1,0.1,34.9,21.7,25.4,2.4,1.77,0.708,3.0,16.0,0.0,1.0,Moderate,Low Sugar,No
11627,5000184631590,Marmite,Unilever,250.0,1046.0,24.0,1.0,0.5,0.5,39.0,3.5,9.8,3.92,4.0,22.0,4.9,0.041666666666666664,Low,Low Sugar,Yes
11628,5000436449515,Organic Butter,Tesco,745.0,3059.0,0.6,0.6,82.2,51.5,0.6,0.0,1.5,0.6,2.0,26.0,0.0,1.0,High,Low Sugar,No
11630,5013683305503,Cauldron 6 Cumberland Sausages,Cauldron,154.0,644.336,6.9,4.1,6.5,1.4,16.0,2.4,0.3675,0.147,4.0,7.0,43.7526041666667,0.5942028985507245,Low,Low Sugar,Yes
11631,5019503025842,24 CRISPY NUGGETS*,Quorn,145.0,607.0,13.0,1.5,6.4,0.6,7.2,3.4,0.9,0.36,4.0,2.0,5.90277777777778,0.11538461538461539,Low,Low Sugar,Yes
11632,5026489490892,"Veggie Straws - With Kale, Tomato & Spinach",Eat Real,540.0,2256.0,60.5,1.1,31.3,2.5,2.9,2.3,1.4,0.56,3.0,14.0,12.2136363636364,0.018181818181818184,High,Low Sugar,No
11633,5032722302754,Butter Beans,Biona Organic,93.0,393.0,14.0,1.2,0.6,0.1,7.4,7.1,0.2,0.08,1.0,-10.0,100.0,0.08571428571428572,Low,Low Sugar,No
11634,5052910759092,Orange Juice With Bits Not From Concentrate,Tesco,67.0,280.32800000000003,15.0,15.0,0.0,1.4,0.9,0.25,0.3675,0.147,1.0,7.0,100.0,1.0,Low,Moderate Sugar,No
11635,5053827140126,Extra original,Kellogg's,481.0,2016.0,60.0,19.0,22.0,11.0,8.0,5.7,0.85,0.34,3.0,22.0,0.425,0.31666666666666665,Moderate,Moderate Sugar,No
11636,5060040110454,Clarks Organic Agave Syrup,Unknown,314.0,1313.776,78.0,62.0,0.0,0.0,0.0,2.4,0.1,0.04,4.0,18.0,0.0,0.7948717948717948,Moderate,High Sugar,Yes
11637,5060072970019,Drink Me Chai Spiced Chai Latte,Drink Me Chai,65.0,271.96000000000004,11.3,9.6,1.6,1.4,1.1,0.3,0.000175,7e-05,4.0,22.0,0.0,0.8495575221238937,Low,Low Sugar,Yes
11638,5060088704882,Berry Delight,nákd,380.0,1597.0,57.0,48.0,12.0,2.2,6.7,8.7,0.02,0.008,4.0,12.0,95.0,0.8421052631578947,Moderate,High Sugar,Yes
11639,5060088705827,TREK PROTEIN AVOINE - Cacao (3x1p),Trek,454.0,1899.0,44.0,28.0,22.0,10.0,18.0,3.9,0.71,0.284,4.0,24.0,5.08333333333333,0.6363636363636364,Moderate,High Sugar,Yes
11640,5060137770691,Pom Wonderful 100% Pomegranate Juice,Wonderful,65.0,271.96000000000004,16.0,14.0,0.0,1.4,0.3,2.4,0.3675,0.147,1.0,7.0,100.0,0.875,Low,Moderate Sugar,No
11641,5060490400051,Love corn smoked bbq imp,Love Corn,423.0,1775.0,63.3,0.8,12.9,1.3,7.3,7.0,2.2,0.88,3.0,12.0,7.81249999999999,0.012638230647709322,Moderate,Low Sugar,No
11642,5060509390007,Seedlip Slices x8,The Heart of Nature,308.0,1284.0,29.9,1.1,14.2,2.0,9.5,10.8,1.25,0.5,3.0,2.0,1.42045454545455,0.03678929765886288,Moderate,Low Sugar,No
11643,50663811,Fruit & Nut Bar Dark Chocolate,Eat Natural,215.0,893.0,23.6,15.9,11.7,8.0,2.0,3.4,0.01,0.004,4.0,11.0,51.0,0.673728813559322,Low,Moderate Sugar,Yes
11644,5410126006339,Biscoff,Lotus,75.2868068715,314.999999950356,11.3,5.9,2.9,1.2,0.8,2.4,0.1425,0.057,3.0,28.0,2.84090909090909,0.5221238938053098,Low,Low Sugar,No
11645,5410976140122,Belgian Chocolate Guylian Seashells,Guylian,554.0,2317.936,48.0,47.0,36.0,14.0,8.4,2.4,0.0125,0.005,4.0,29.0,23.0,0.9791666666666666,High,High Sugar,Yes
11646,5412956214069,chocolat noir uganda,Cachet,583.0,2439.272,25.0,19.0,48.0,29.0,8.6,2.4,0.01,0.004,4.0,22.0,0.0,0.76,High,Moderate Sugar,Yes
11647,5449000017376,Nestea limón,"Coca-Cola, Nestea",19.0,200.0,4.5,4.5,0.0,1.4,0.0,0.0,0.031,0.0124,4.0,10.0,0.1,1.0,Low,Low Sugar,Yes
11648,5449000080806,Zero Sugar,Coca-Cola,0.3,1.0,0.0,0.0,0.0,0.0,0.0,2.4,0.02,0.008,4.0,4.0,0.0,0.0,Low,Low Sugar,Yes
11649,5449000133373,Indian Tonic Water,Schweppes,21.0,87.864,4.9,4.9,0.0,0.0,0.0,2.4,0.0,0.0,4.0,8.0,0.0,1.0,Low,Low Sugar,Yes
11650,5900617002617,Sante Crunchy Crispy Muesli Banana With Chocolate 350G,Santé,423.0,1781.0,67.0,26.0,15.0,6.4,7.7,6.6,0.32,0.128,4.0,15.0,17.8,0.3880597014925373,Moderate,High Sugar,Yes
11651,5900783000424,Ketchup łagodny,Pudliszki,116.0,485.344,27.0,20.0,0.0,0.0,1.6,1.0,2.6,1.04,4.0,16.0,70.0,0.7407407407407407,Low,Moderate Sugar,Yes
11652,5941355006550,zuzu Iaurt 3% 140 g,zuzu,59.0,246.85600000000002,4.5,4.5,3.0,2.0,3.4,2.4,0.1,0.04,4.0,1.0,0.0,1.0,Low,Low Sugar,Yes
11653,5949040201044,Elephant Salt,Elephant,416.0,1753.0,72.0,6.6,9.2,0.8,9.0,2.4,2.8,1.12,4.0,19.0,11.575,0.09166666666666666,Moderate,Low Sugar,Yes
11654,5997523324292,Soba Chili,Nissin,479.0,2009.0,62.1,8.2,19.7,9.7,10.2,2.4,2.8,1.12,4.0,7.0,2.97486263736263,0.13204508856682767,Moderate,Low Sugar,Yes
11655,6001048000902,100% Sparkling Apple Juice,Appletiser (Coca-Cola),47.0,197.0,11.0,10.5,0.0,0.0,0.0,0.0,0.06,0.024,4.0,8.0,75.0,0.9545454545454546,Low,Moderate Sugar,Yes
11656,6111012100511,Tria Couscous Moyen,Tria,354.0,1481.136,72.0,1.0,9.0,0.0,12.0,2.4,0.0,0.0,1.0,0.0,0.0,0.013888888888888888,Moderate,Low Sugar,No
11657,6111252420226,7up,Unknown,19.0,79.49600000000001,5.0,5.0,0.0,0.0,0.0,2.4,0.022,0.0088,4.0,4.0,0.25,1.0,Low,Low Sugar,Yes
11658,6194002510064,Biscuit Fourré à la crème goût chocolat,Kif,102.0,426.76800000000003,12.62,5.03,5.0,2.37,1.4,0.88,66.675,26.67,4.0,21.0,0.0,0.3985736925515056,Low,Low Sugar,Yes
11660,7300400126229,Delicate Crisp Rosemary & Sea Salt,"Wasa, Wasa - Tasty Snacks",394.0,1660.0,64.5,3.0,8.0,0.7,11.0,10.0,2.5,1.0,3.0,11.0,2.0,0.046511627906976744,Moderate,Low Sugar,No
11661,7392672104104,Turkisk Naturell Yoghurt,Salakis,120.0,500.0,4.5,4.5,10.0,6.5,3.2,0.0,0.1,0.04,1.0,7.0,0.0,1.0,Low,Low Sugar,No
11662,7394376614552,Chocolate Oat Drink,Oatly,153.0,640.152,25.0,18.8,3.8,0.5,3.0,2.8,0.16,0.064,4.0,11.0,0.5,0.752,Low,Moderate Sugar,Yes
11663,7610400066211,"Les grandes, 34% noisettes, Noir","Lindt, Lindt & Sprüngli",585.0,2432.0,41.0,38.0,42.0,13.0,8.0,2.4,0.01,0.004,4.0,28.0,34.0,0.926829268292683,High,High Sugar,Yes
11664,7613032573867,"NESCAFÉ Cappuccino Vanille, Café soluble, Boîte de 310g",Nescafe,35.0,146.44,6.1,4.6,0.8,0.7,0.7,0.2,0.1,0.04,4.0,5.0,0.0,0.7540983606557377,Low,Low Sugar,Yes
11665,7614800170004,BUTTERFLY 100G - KAMBLY - 100g,Kambly,465.0,1954.0,69.0,33.0,17.0,8.2,7.5,3.0,0.33,0.132,3.0,23.0,10.0,0.4782608695652174,Moderate,High Sugar,No
11666,7622210344205,Creme Egg,Cadbury,441.0,1856.0,72.0,65.0,15.0,8.9,3.1,1.1,0.15,0.06,4.0,28.0,0.0,0.9027777777777778,Moderate,High Sugar,Yes
11667,7622210693266,Milka - MMMAX - Noisettes Entières,"Milka, Mondelez",560.0,2332.0,48.0,47.0,36.0,16.0,7.9,3.5,0.23,0.092,4.0,29.0,17.25,0.9791666666666666,High,High Sugar,Yes
11669,7622210995124,Noir Pistaches Caramélisées,Côte d'Or,543.0,2264.0,50.0,46.0,33.0,17.0,6.4,7.6,0.0,0.0,4.0,24.0,13.0,0.92,High,High Sugar,Yes
11670,8000090007448,Cracker TUC classico,Mondelez,461.0,1936.0,65.0,9.1,18.0,1.6,8.3,3.5,1.5,0.6,4.0,14.0,0.0,0.13999999999999999,Moderate,Low Sugar,Yes
11672,8002004217554,GRAN BIRAGHI FORMAGGIO STAGIONATO GRATTUGIATO FRESCO,Biraghi,418.0,1748.912,0.0,4.1,30.0,21.0,37.0,2.4,1.77,0.708,3.0,16.0,0.0,0.0,Moderate,Low Sugar,No
11673,8003740191009,Lasagne le speciali,"Arrighi, Pasta Berruto",348.0,1456.0320000000002,71.0,3.5,1.1,0.1,12.0,3.0,10.0,4.0,1.0,25.0,0.0,0.04929577464788732,Moderate,Low Sugar,No
11674,8004030860001,Insalatissime Cous Cous e Tonno,Rio mare,390.0,1631.76,27.0,2.0,26.0,4.5,14.0,3.0,1.925,0.77,4.0,7.0,24.4285714285714,0.07407407407407407,Moderate,Low Sugar,Yes
11675,8005110171215,Polpa Rustica di Pomodoro,OLUF LORENTZEN AS,25.0,104.60000000000001,3.9,2.8,0.2,0.1,1.2,2.4,0.02,0.008,4.0,0.0,0.0,0.717948717948718,Low,Low Sugar,Yes
11676,8008343200059,Spaghetti grossi - No. 5,Rummo,356.0,1489.5040000000001,69.5,3.1,1.6,0.3,14.5,2.9,0.005,0.002,1.0,-2.0,0.0,0.04460431654676259,Moderate,Low Sugar,No
11677,8008627000399,Acqua minerale,Lete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,4.0,0.0,0.0,0.0,Low,Low Sugar,Yes
11678,8076809523523,Picolini,Barilla,359.0,1521.0,72.0,3.5,2.0,0.5,12.0,3.0,0.01,0.004,1.0,1.0,0.0,0.04861111111111111,Moderate,Low Sugar,No
11679,8076809574150,Barilla sauce tomates basilic bio 200g,Barilla,66.0,275.0,6.3,5.4,3.4,0.7,1.5,2.1,0.78,0.312,3.0,-1.0,95.3333333333333,0.8571428571428572,Low,Low Sugar,No
11680,8410087143538,Dulcesol snack cacao,Gateau,531.0,2221.704,63.0,44.0,29.0,13.0,3.9,2.5,0.1,0.04,4.0,28.0,0.0,0.6984126984126984,High,High Sugar,Yes
11681,8410128891169,Bifrutas tropical,Pascual,21.0,87.864,4.8,4.8,0.0,0.0,0.3,0.5,0.0,0.0,4.0,4.0,7.0,1.0,Low,Low Sugar,Yes
11682,8423352107036,"Leche de Avena, Ecológica",Yosoy,48.0,203.0,8.5,4.5,0.7,0.1,1.6,0.7,0.03,0.012,1.0,4.0,0.0,0.5294117647058824,Low,Low Sugar,No
11683,8480000063052,Pajaritas con vegetales,Hacendado,347.0,1550.0,68.0,3.1,1.5,0.3,13.0,4.2,0.03,0.012,1.0,-3.0,5.7,0.04558823529411765,Moderate,Low Sugar,No
11684,8480000341457,Pipas fritas peladas,Hacendado,665.0,2747.0,3.6,3.1,61.0,6.3,22.0,8.1,1.4,0.56,3.0,3.0,0.0,0.8611111111111112,High,Low Sugar,No
11685,8480000399243,Zumo De Clementina,Hacendado,42.0,178.0,9.7,9.5,0.1,0.0,0.6,0.3,0.0,0.0,1.0,5.0,100.0,0.9793814432989691,Low,Low Sugar,No
11686,8711200350339,Knorr Soupe Liquide Potiron Pointe de Muscade 450ml,Knorr,41.0,170.0,4.7,2.6,1.9,1.2,0.6,1.0,0.66,0.264,3.0,3.0,99.1021875,0.5531914893617021,Low,Low Sugar,No
11687,8711299020540,Wasabi peanuts,Snacks of The World,442.0,1860.0,67.2,20.6,14.7,3.4,9.1,2.4,1.3,0.52,4.0,16.0,32.3166666666667,0.30654761904761907,Moderate,Moderate Sugar,Yes
11688,8712566102785,Maille Cornichons Extra-Fins Offre Saisonnière Bocal 380g,Maille,22.0,93.0,0.5,0.5,0.5,0.1,1.2,2.7,2.4,0.96,4.0,10.0,57.15,1.0,Low,Low Sugar,Yes
11689,8714100536209,Horseradish Sauce,Colman's,105.0,443.0,8.6,6.8,6.5,0.6,1.3,2.4,1.3,0.52,4.0,8.0,48.0,0.7906976744186046,Low,Low Sugar,Yes
11690,8714100769362,Knorr Soupe Liquide Mouliné de Légumes Variés 1L,Knorr,26.0,108.0,4.0,1.3,0.5,0.2,0.8,1.0,0.67,0.268,4.0,3.0,0.0,0.325,Low,Low Sugar,Yes
11691,8718114823065,Knorr Moments Gourmets Soupe déshydratée Velours de Cèpes Champignons 91g 3 Portions,"Knorr, Moments Gourmets, Unilever",479.0,1992.0,40.0,9.2,30.0,18.0,10.0,3.3,6.0,2.4,4.0,5.0,8.65625,0.22999999999999998,Moderate,Low Sugar,Yes
11692,87126853,"Coca-Cola 0,33 L Glasflasche",Coca-Cola,42.0,180.0,10.6,10.6,0.1,0.1,0.1,2.4,0.1,0.04,4.0,12.0,0.0,1.0,Low,Moderate Sugar,Yes
11693,8722700166641,KNORR Soupe Liquide Poule Vermicelles 1L,Knorr,27.0,114.0,3.2,0.5,0.9,0.3,1.4,0.5,0.64,0.256,4.0,7.0,5.131875,0.15625,Low,Low Sugar,Yes
11694,8904043901015,Tata Salt,Tata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,Low,Low Sugar,No
11695,9001466207911,Rapsöl,Rapso,824.0,3386.0,0.0,0.0,92.0,6.0,0.0,2.4,0.0,0.0,2.0,1.0,100.0,0.0,High,Low Sugar,No
11696,9002515425188,Pago ananas,Pago,46.0,211.0,11.0,11.0,0.5,0.1,0.5,2.4,0.0,0.0,4.0,9.0,63.8333333333333,1.0,Low,Moderate Sugar,Yes
11697,9002515601070,Boisson aux fruits CITRON-CITRON VERT,Pago,55.0,234.0,13.0,13.0,0.5,0.1,0.5,0.0,0.0,0.0,4.0,14.0,21.0,1.0,Low,Moderate Sugar,Yes
11698,9414942110252,Marmite,Sanitarium,167.304015296367,690.0,27.0,12.0,2.0,2.0,18.0,11.0,8300.0,3320.0,4.0,21.0,0.466666666666669,0.4444444444444444,Low,Moderate Sugar,Yes
11699,6111242680333,Arroz cigala,Unknown,353.0,1476.952,78.6,0.1,1.0,0.1,6.0,2.4,0.16,0.064,4.0,-1.0,0.25,0.001272264631043257,Moderate,Low Sugar,Yes
11700,6132501549512,دايلي صغيرة,Bifa..,46.0,192.464,11.5,11.0,0.1,0.1,0.1,0.0,1.0,0.4,4.0,16.0,5.5,0.9565217391304348,Low,Moderate Sugar,Yes
11701,3036811460273,Velouté de poireaux pommes de terre,Liebig,34.0,141.0,3.8,1.1,1.4,0.5,1.0,1.1,0.65,0.26,3.0,2.0,40.49375,0.2894736842105263,Low,Low Sugar,No
11702,328586,Mild Scotish Smoked Salmon,"Sainsbury's, By Sainsbury's",185.0,775.0,0.7,0.5,9.7,1.8,23.6,0.5,3.78,1.512,3.0,21.0,0.0,0.7142857142857143,Low,Low Sugar,No
11703,5018374219718,Tesco Ricotta 250G,Tesco,103.0,429.0,3.0,3.0,7.0,4.9,7.0,0.0,0.3,0.12,3.0,4.0,0.0,1.0,Low,Low Sugar,No
11705,5050854216398,Cocoa,Asda,357.0,1476.0,8.7,0.5,21.0,13.0,20.0,28.0,0.08,0.032,1.0,7.0,0.0,0.0574712643678161,Moderate,Low Sugar,No
11706,8480000181077,Filetes de melva en aceite de oliva,Hacendado,179.0,748.936,1.4,0.5,8.3,1.4,24.7,2.4,1.0,0.4,3.0,0.0,33.0,0.35714285714285715,Low,Low Sugar,No
11707,5949040202072,Pretzels Honey Mustard & Onion,Elephant,445.0,1874.0,70.0,7.8,14.0,1.3,8.9,2.4,2.2,0.88,4.0,18.0,15.1275,0.11142857142857143,Moderate,Low Sugar,Yes
11708,3329770062740,Crème fluide à 30% de matières grasses.,"Cfr fleurette, Yoplait",302.0,1243.0,3.3,3.3,31.0,20.9,2.3,2.4,0.11,0.044,4.0,16.0,0.0,1.0,Moderate,Low Sugar,Yes
11709,8901491101837,Lays Classics Salted 20rs,Lay's,554.0,2317.936,51.7,2.6,35.5,14.0,7.0,0.0,0.51,0.204,3.0,18.0,0.0,0.05029013539651837,High,Low Sugar,No
11710,7622210955449,Original Philadelphia XL,Philadelphia,225.0,941.4000000000001,4.3,4.3,21.0,14.0,5.4,2.4,0.75,0.3,3.0,14.0,0.0,1.0,Low,Low Sugar,No
11711,5018374230775,Tesco Gold Coffee 200G,Tesco,1.0,4.184,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,7.0,0.0,0.0,Low,Low Sugar,No
11712,4056489013105,"Milch, haltbar, 1,5 %, Bio","Aldi, Milbona",46.0,193.0,4.8,4.8,1.5,1.0,3.3,2.4,0.13,0.052,1.0,-1.0,0.0,1.0,Low,Low Sugar,No
11713,96619516698,Chi lately Chunks Cookie Dough Protein Bar,Kirkland Signature,220.0,920.48,22.02,1.998,6.0,2.502,21.0,10.02,0.3495,0.1398,4.0,7.0,0.0,0.09073569482288829,Low,Low Sugar,Yes
11714,5000116123902,Chicken Dippers,Birds Eye,259.0,1083.656,22.0,0.7,13.0,1.5,13.0,1.0,0.935,0.374,4.0,3.0,15.6904761904762,0.031818181818181815,Low,Low Sugar,Yes
11716,5060336500532,Gravy Browning,Sarson's,189.0,790.7760000000001,2.4,2.4,0.5,0.5,17.3,2.4,15.9,6.36,4.0,7.0,0.0,1.0,Low,Low Sugar,Yes
11717,20082925,coconut water,"Vitasia, Vitasia Thai",15.0,62.760000000000005,2.9,1.7,0.5,0.1,0.5,0.6,0.05,0.02,1.0,-4.0,100.0,0.5862068965517241,Low,Low Sugar,No
11718,5057545744468,Part Baked Baguettes,H.W. Nevill's,295.0,1250.0,59.8,3.7,1.3,0.2,8.9,4.2,1.1,0.44,3.0,4.0,0.0,0.06187290969899666,Low,Low Sugar,No
