,product_code,product_name,brand,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
11434,5025125000259,sourdough malted ciabattini,Jason's,231.0,978.0,44.0,3.4,0.8,0.1,9.6,4.4,0.92,0.368,3.0,1.0,0.0,0.07727272727272727,Low,Low Sugar,No
11435,3760381260758,Mousline  l'originale,Mousline,345.0,1455.0,73.6,2.3,0.8,0.7,7.5,7.0,0.06,0.024,4.0,7.0,0.0,0.03125,Moderate,Low Sugar,Yes
11436,8017596129741,Granola croccante con frutti rossi,Tre Mulini,437.0,1828.4080000000001,64.0,19.0,14.0,1.9,10.0,7.5,0.76,0.304,3.0,9.0,3.0,0.296875,Moderate,Moderate Sugar,No
11437,4056489851769,High Protein Natural yoghyrt,Lidl,160.0,669.44,18.6,15.8,0.8,0.2,20.0,1.0,0.1,0.04,4.0,-2.0,0.0,0.8494623655913979,Low,Moderate Sugar,Yes
11439,5411188139102,Vainilla soja,"Alpro, Danone",66.0,276.144,7.5,7.5,2.1,0.4,3.7,0.9,0.1975,0.079,4.0,1.0,9.9,1.0,Low,Low Sugar,Yes
11440,3375610002346,Skyr soja nature,Les Prés d'Ariège,63.0,263.592,1.6,0.2,3.4,0.5,6.5,2.4,0.01,0.004,1.0,-2.0,0.0,0.125,Low,Low Sugar,No
11441,1142457,Sainsburys White Sourdough Bloomer,Sainsbury’s sourdough bloomer,120.0,510.0,15.0,4.1,6.0,1.4,5.6,2.4,0.3675,0.147,3.0,7.0,0.0,0.2733333333333333,Low,Low Sugar,No
11442,8711299008869,Kyoto Style Mix,Snacks of the World,382.0,1622.0,85.9,3.1,0.5,0.2,8.1,2.4,1.85,0.74,4.0,13.0,5.70625,0.036088474970896386,Moderate,Low Sugar,Yes
11443,5000354923838,GRAVY GRANULES,BISTO,397.0,1665.0,59.8,12.2,16.3,11.2,1.7,2.1,14.33,5.732,4.0,7.0,0.0,0.2040133779264214,Moderate,Moderate Sugar,Yes
11444,5410673008015,Riz Complet Grain Extra-Tendre,Ben's Original,171.0,725.0,36.0,0.5,1.2,0.6,3.9,1.5,0.01,0.004,1.0,7.0,0.0,0.013888888888888888,Low,Low Sugar,No
11445,4056489710851,"High Protein Passion Fruit, Mango & Papaya",Milbona,88.0,368.192,8.7,6.3,0.4,0.3,12.4,0.5,0.06,0.024,4.0,-3.0,3.0,0.7241379310344828,Low,Low Sugar,Yes
11446,4056489843160,Ratatouille Bio,Freshona,70.0,292.88,6.1,4.9,4.2,0.5,1.2,2.4,0.89,0.356,3.0,0.0,88.6127777777778,0.8032786885245903,Low,Low Sugar,No
11447,3329770086319,Panier de Yoplait,Yoplait,45.0,188.28,5.9,5.6,0.5,0.1,4.4,2.4,0.17,0.068,4.0,-1.0,40.5,0.9491525423728813,Low,Low Sugar,Yes
11448,8480000861450,Batatas Fritas Sabor Serrano,Hacendado,533.0,2221.0,50.0,0.6,33.0,2.8,6.6,4.0,1.6,0.64,4.0,14.0,0.0,0.012,High,Low Sugar,Yes
11450,4061459942682,Squeezy Honey,GRANDESSA,330.0,1381.0,81.9,81.2,0.2,0.1,0.1,0.5,0.0975,0.039,2.0,19.0,0.0,0.9914529914529914,Moderate,High Sugar,No
11451,8480000625038,Delicias del mar,Hacendado,137.0,573.208,8.8,1.9,7.7,0.7,7.4,1.3,1.455,0.582,4.0,5.0,5.68181818181818,0.21590909090909088,Low,Low Sugar,Yes
11452,8711327611924,Mini Almond,Magnum,152.0,635.9680000000001,14.0,13.0,9.4,5.8,2.1,0.5,0.00015,6e-05,4.0,20.0,1.47777777777777,0.9285714285714286,Low,Moderate Sugar,Yes
11453,4061464855656,Dino Fruit Bars. strawberry and banana,The Foodie Market,283.0,1197.0,60.5,59.3,0.3,0.1,2.9,13.5,0.15,0.06,3.0,8.0,100.0,0.9801652892561983,Low,High Sugar,No
11454,5060878780379,quinoa chips,Eat Real,450.0,1882.8000000000002,65.0,3.1,17.0,1.6,8.5,3.0,2.2495,0.8998,4.0,17.0,20.3950975529101,0.047692307692307694,Moderate,Low Sugar,Yes
11455,3281780897807,Végétal,Pierre martinet,180.0,753.12,23.0,2.7,6.2,0.8,6.2,3.5,0.75,0.3,3.0,1.0,58.9342609126984,0.11739130434782609,Low,Low Sugar,No
11456,4088600564388,Yogurt Coated Cranberries,The Foodie Market (Aldi),459.0,1920.4560000000001,70.3,56.0,18.9,10.8,0.9,1.9,0.2175,0.087,4.0,31.0,35.0,0.7965860597439545,Moderate,High Sugar,Yes
11457,8052575092098,Mini tartelettes,Rigoni di Asiago,492.0,2060.0,60.0,25.0,24.0,6.1,8.5,3.8,0.4,0.16,4.0,19.0,14.0,0.4166666666666667,Moderate,High Sugar,Yes
11458,3175681297111,MATIN multicereales sin azucar,gerblé,362.0,1514.608,70.0,1.3,3.8,0.7,8.2,7.3,0.8,0.32,4.0,0.0,0.0,0.018571428571428572,Moderate,Low Sugar,Yes
11459,4067796000207,Oat Drink - Sugarfree,DmBio,42.0,176.0,5.6,0.0,1.8,0.3,0.8,1.1,0.1175,0.047,3.0,3.0,0.0,0.0,Low,Low Sugar,No
11460,7622201393038,Queso rico en proteínas,El Caserio,208.0,870.272,8.9,6.2,12.0,8.0,14.0,2.4,0.3675,0.147,4.0,7.0,0.25,0.6966292134831461,Low,Low Sugar,Yes
11461,4056489927129,Mozzarella grated,Milbona,331.0,1384.904,2.0,0.1,24.5,15.9,25.0,2.4,1.2775,0.511,4.0,13.0,0.0,0.05,Moderate,Low Sugar,Yes
11462,5060391623764,Crunchy Peanut Butrer,Sun Pat,631.0,2640.1040000000003,14.0,5.8,51.0,6.8,25.0,6.9,0.7675,0.307,4.0,3.0,95.0,0.41428571428571426,High,Low Sugar,Yes
11463,5000116128938,bi,Birds Eye,208.0,870.272,19.0,0.9,9.1,0.7,12.0,0.8,0.68,0.272,3.0,1.0,9.375,0.04736842105263158,Low,Low Sugar,No
11464,8445291266100,Frosted Shredders,Nestle,148.0,619.0,29.9,8.9,0.6,0.3,3.8,3.7,0.63,0.252,4.0,12.0,0.0,0.2976588628762542,Low,Low Sugar,Yes
11465,8402001022135,Copos de avena sin gluten,Hacendado,370.0,1540.0,58.0,1.0,6.5,1.3,14.0,11.0,0.0,0.0,4.0,-5.0,0.0,0.017241379310344827,Moderate,Low Sugar,Yes
11467,6163861,Pain de mie sans gluten,Gerblé,231.0,966.504,41.0,1.6,4.6,0.4,4.8,2.4,0.98,0.392,4.0,5.0,0.25,0.03902439024390244,Low,Low Sugar,Yes
11471,6111250477147,Carlotti - Chocolate au lait,Carlotti,526.0,2199.0,57.0,56.0,29.6,19.5,6.9,2.2,0.32,0.128,4.0,32.0,0.0,0.9824561403508771,High,High Sugar,Yes
11476,6111271520044,peanut butter crunchy,Unknown,608.0,2543.8720000000003,14.7,3.3,48.5,5.7,23.0,10.1,0.003,0.0012,2.0,-10.0,100.0,0.22448979591836735,High,Low Sugar,No
11481,13409918104,Barbecue Sauce,Sweet Baby Ray's,70.0,292.88,18.0,17.0,0.0,0.0,0.0,0.0,0.725,0.29,4.0,25.0,23.3846028645833,0.9444444444444444,Low,Moderate Sugar,Yes
11482,14100075233,Goldfish Baked Snack Crackers Cheddar,Pepperidge Farm,130.0,543.9200000000001,19.0,0.0,4.5,1.0,3.0,1.0,0.6,0.24,4.0,17.0,4.35267857142857,0.0,Low,Low Sugar,Yes
11483,16000513693,CINNAMON ALMOND BUTTER BISCUITS,NATURE VALLEY,190.0,794.96,23.0,11.0,10.0,2.0,3.0,3.0,0.3375,0.135,4.0,18.0,15.9892857142857,0.4782608695652174,Low,Moderate Sugar,Yes
11484,51500255377,Peanut Butter,Jif,190.0,794.96,15.0,3.0,16.0,3.5,7.0,2.0,275.0,110.0,4.0,8.0,91.0385,0.2,Low,Low Sugar,Yes
11485,68100896459,Original Cream Cheese,Philadelphia,70.0,292.88,3.0,2.0,6.0,4.0,2.0,0.0,325.0,130.0,4.0,16.0,0.0,0.6666666666666666,Low,Low Sugar,Yes
11486,812726,Scottish Strawberries,M&S Eat Well,39.0,163.0,6.1,6.1,0.5,0.1,0.6,3.8,0.0,0.0,1.0,-5.0,100.0,1.0,Low,Low Sugar,No
11487,96619222490,SUPER EXTRA-LARGE PEANUTS,KIRKLAND Signature,170.0,711.28,6.0,0.0,15.0,2.0,8.0,3.0,300.0,120.0,3.0,2.0,73.335,0.0,Low,Low Sugar,No
11488,96619440047,Tortilla Strips,Kirkland Signature,140.0,585.76,17.0,0.0,7.0,1.0,2.0,2.0,0.225,0.09,3.0,8.0,2.08333333333333,0.0,Low,Low Sugar,No
11489,96619440498,Cashew Clusters with Almonds and Pumpkin Seeds,Kirkland Signature,160.0,669.44,15.0,5.0,11.0,1.5,5.0,1.0,237.5,95.0,3.0,20.0,78.5714285714286,0.3333333333333333,Low,Low Sugar,No
11490,96619488827,Chunk Chicken Breast,Kirkland Signature,60.0,251.04000000000002,0.0,4.1,1.0,1.4,13.0,2.4,0.675,0.27,4.0,7.0,0.0,0.0,Low,Low Sugar,Yes
11491,1538205,Soup,Sainsbury's,57.0,238.488,5.7,2.0,1.8,1.0,3.5,2.2,0.4325,0.173,3.0,1.0,28.125,0.3508771929824561,Low,Low Sugar,No
11492,1587173,Medjool Dates,Sainsbury's,213.0,901.0,46.9,46.4,0.5,0.3,2.0,6.3,0.02,0.008,1.0,7.0,100.0,0.9893390191897654,Low,High Sugar,No
11493,602652257780,Caramel Almond & Sea Salt,KIND,527.0,2131.0,19.0,14.0,39.0,8.0,16.0,17.0,0.7,0.28,4.0,7.0,77.7777777777778,0.7368421052631579,High,Moderate Sugar,Yes
11494,612322030193,nairn's porridge,Nairn's,367.5,1537.6200000000001,60.5,1.0,6.5,1.25,11.75,2.4,0.0,0.0,1.0,1.0,0.0,0.01652892561983471,Moderate,Low Sugar,No
11495,884912180599,Shredded Wheat'n Bran,"Post Consumer Brands, Post",210.0,878.64,49.02,0.0,1.5,0.0,7.02,7.98,0.0,0.0,1.0,-5.0,0.0,0.0,Low,Low Sugar,No
11497,20002336,Emmental,Milbona,370.0,1537.0,0.0,0.0,28.5,19.4,28.2,0.0,0.5,0.2,3.0,9.0,0.0,0.0,Moderate,Low Sugar,No
11498,20080181,Lait Raisins secs & Noisettes,Bellarom,530.0,2217.52,50.4,47.7,32.9,16.1,6.5,3.3,0.1775,0.071,4.0,28.0,32.0,0.9464285714285715,High,High Sugar,Yes
11499,20149918,Pancake mix,McEnnedy,186.0,778.224,34.5,6.9,2.3,1.2,6.2,1.2,0.6875,0.275,4.0,7.0,0.0,0.2,Low,Low Sugar,Yes
11500,20154653,"Lebkuchen Hearts, Pretzels & Stars Zartbitter",Favorina,388.0,1623.392,64.9,33.0,10.7,6.6,6.1,3.7,0.22,0.088,4.0,19.0,0.0,0.5084745762711864,Moderate,High Sugar,Yes
11501,20158125,Fromage Blanc saveur vanille,Envia,96.0,406.0,12.2,11.6,2.5,1.6,6.2,0.0,0.04,0.016,4.0,3.0,5.12031250000003,0.9508196721311476,Low,Moderate Sugar,Yes
11503,20419455,Honey Hoops,"Crownfield, Lidl",386.0,1615.0240000000001,76.8,19.7,3.0,0.7,9.1,7.7,0.1975,0.079,4.0,1.0,0.0,0.2565104166666667,Moderate,Moderate Sugar,Yes
11504,20422103,ground chili peppers in olive oil,"LIDL, italiamo",332.0,1389.0,2.5,0.5,35.0,6.0,1.0,3.4,2.8,1.12,3.0,7.0,44.8,0.2,Moderate,Low Sugar,No
11505,20452735,Cookies Haselnusscreme & Schokolade,"Lidl,Sondey,Merba",129.25,540.782,14.9,10.1,6.925,3.2,1.5,0.8,0.155,0.062,4.0,29.0,4.0,0.6778523489932885,Low,Moderate Sugar,Yes
11506,20507664,Olive oil,Primadonna,822.0,3442.0,0.0,4.1,91.3,13.7,0.0,2.4,0.3675,0.147,2.0,7.0,100.0,0.0,High,Low Sugar,No
11507,20601881,Huile d'avocat,"Deluxe, VitaDor",824.0,3447.616,0.0,0.0,91.6,16.4,0.0,2.4,0.0,0.0,2.0,2.0,0.0,0.0,High,Low Sugar,No
11508,20608668,Fat Free Natural Yogurt,Milbona,53.0,222.0,7.5,6.6,0.1,0.1,5.3,0.5,0.1375,0.055,4.0,-1.0,0.0,0.88,Low,Low Sugar,Yes
11509,20622930,Parma Ham slices,"Goldoni Annibale Prosciutti S.R.L,Parma",249.0,1041.816,0.5,0.0,15.0,5.0,28.0,2.4,4.9175,1.967,3.0,27.0,0.0,0.0,Low,Low Sugar,No
11510,20774226,Envitas Fraise & Yaourt,Sondey,458.0,1916.2720000000002,72.0,27.5,15.0,5.0,7.0,3.5,0.5,0.2,4.0,18.0,17.25,0.3819444444444444,Moderate,High Sugar,Yes
11511,20840822,(Confiture) Fraises d'Aquitaine,"Saveurs de nos Régions,LIDL",194.0,826.0,48.0,48.0,0.5,0.1,0.5,2.4,0.03,0.012,4.0,13.0,70.8333333333333,1.0,Low,High Sugar,Yes
11512,20842451,Tartelettes Caramel Chocolat au Lait,"Duc de Coeur, Sondey",519.0,2169.0,59.9,33.9,27.8,16.8,6.4,1.7,0.51,0.204,4.0,27.0,0.0,0.5659432387312187,High,High Sugar,Yes
11513,20921002,Cacahuètes grillées à sec,Alesto,600.0,2485.0,13.0,6.1,47.0,6.4,26.0,10.4,1.3,0.52,4.0,4.0,92.35,0.46923076923076923,High,Low Sugar,Yes
11514,20955038,Milk chocolate lidl,"Lidl,Mister Choc",567.0,2337.0,52.0,51.0,36.4,20.0,8.0,8.9,0.3,0.12,4.0,19.0,0.0,0.9807692307692307,High,High Sugar,Yes
11515,26001036,100% jus de pomme,FRUIMA,45.0,188.28,11.0,10.0,0.5,0.1,0.5,2.4,0.01,0.004,1.0,5.0,100.0,0.9090909090909091,Low,Moderate Sugar,No
11516,26046587,Cappuccino saveur Viennois,"Aldi, Summa",52.0,217.568,8.0,6.6667,1.6667,1.5333,1.0667,0.0,0.86666675,0.3466667,4.0,14.0,0.0,0.8333375,Low,Low Sugar,Yes
11517,3017760497398,Grany Chocolat 5 céréales,LU,444.0,1864.0,65.0,24.0,19.0,7.6,5.4,4.4,0.625,0.25,4.0,19.0,2.375,0.36923076923076925,Moderate,Moderate Sugar,Yes
11518,3018930047757,Sticks d'Alsace 200g,Dr. Oetker,387.0,1619.208,76.0,3.7,3.7,0.4,11.0,2.4,2.5,1.0,3.0,17.0,0.0,0.048684210526315795,Moderate,Low Sugar,No
11519,3021762412129,POM'POTES Compotes Gourdes BIO Pomme Nature 12x90g 60UC,"Materne, POM'POTES, Bio",53.0,226.0,12.0,10.0,0.5,0.1,0.5,1.1,0.01,0.004,1.0,-3.0,99.95,0.8333333333333334,Low,Moderate Sugar,No
11520,3023290205068,Riz au lait,"Nestlé, La Laitière",153.0,640.152,23.0,14.0,5.3,3.0,3.3,0.1,0.08,0.032,3.0,5.0,0.0,0.6086956521739131,Low,Moderate Sugar,No
11521,3033491325243,Activia fruits 125 g x 4 cerise,"Activia, Activia yoghurt fruits, Danone",90.0,377.0,11.4,11.0,3.4,2.3,3.3,2.4,0.15,0.06,4.0,5.0,13.0,0.9649122807017544,Low,Moderate Sugar,Yes
11522,3036811366926,Liebig légumes et kiri,Liebig,51.0,213.0,5.8,1.5,2.5,1.6,0.8,1.0,0.68,0.272,4.0,3.0,44.5647058823529,0.25862068965517243,Low,Low Sugar,Yes
11523,3038352881005,PZ RAVIOLI BOLO 800GR,Panzani,103.0,430.952,11.0,1.9,4.3,1.7,4.5,0.7,0.85,0.34,4.0,5.0,12.03125,0.17272727272727273,Low,Low Sugar,Yes
11524,3038353421309,Taboulé tomates,Garbit,117.0,495.0,19.0,6.3,2.1,0.3,4.2,2.6,0.82,0.328,4.0,0.0,84.1375,0.33157894736842103,Low,Low Sugar,Yes
11525,3045320104172,jus de clémentines pressées,Andros,44.0,187.0,10.0,10.0,0.1,0.0,0.7,0.2,0.0,0.0,1.0,5.0,100.0,1.0,Low,Moderate Sugar,No
11526,3057640257858,Eau minérale naturelle volcanique,Volvic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.03,0.012,1.0,0.0,0.0,0.0,Low,Low Sugar,No
11527,3057640430343,Juicy Citronnade - Eau minérale naturelle,"Volvic,Volvic Juicy",40.0,167.36,4.9,4.9,0.3,0.0,0.5,0.0,0.01,0.004,4.0,6.0,6.0,1.0,Low,Low Sugar,Yes
11529,3071502161336,Boeuf Bourguignon et ses pommes de terre,William Saurin,72.0,301.248,7.9,0.9,1.2,0.4,6.7,1.4,0.78,0.312,4.0,1.0,19.12,0.11392405063291139,Low,Low Sugar,Yes
11530,3073781074994,Boursin® Echalote & Ciboulette,Boursin,401.0,1654.0,2.5,2.5,40.0,27.0,8.0,2.4,1.2,0.48,3.0,16.0,1.3,1.0,Moderate,Low Sugar,No
11531,3083680484473,Taboule oriental 500g,Bonduelle,178.0,748.0,25.0,4.0,6.0,0.6,5.0,2.0,0.95,0.38,4.0,5.0,34.6285511363636,0.16,Low,Low Sugar,Yes
11532,3083680682381,Fagots de Haricots verts 1/2,Cassegrain,21.0,88.0,2.6,1.0,0.1,0.1,1.3,2.3,0.93,0.372,3.0,-1.0,98.9683191819593,0.3846153846153846,Low,Low Sugar,No
11533,3083681055276,Taboule poulet roti 500g,Bonduelle,177.0,741.0,19.0,2.5,8.0,0.8,6.5,2.5,0.9,0.36,4.0,4.0,33.3437652587891,0.13157894736842105,Low,Low Sugar,Yes
11534,3124480183811,PET 2L OASIS ORANGE,Oasis,38.0,158.99200000000002,9.0,8.9,0.0,0.0,0.1,2.4,0.0,0.0,4.0,10.0,12.0,0.9888888888888889,Low,Low Sugar,Yes
11535,3159470204412,Special K - Céréales chocolat noir,Kellogg&#039,85.0,359.0,14.0,0.6,2.0,1.0,1.5,2.1,0.13,0.052,4.0,6.0,0.0859375,0.04285714285714286,Low,Low Sugar,Yes
11537,3168930008514,Quaker Cruesli 3 chocolats,"Cruesli, QUAKER",454.0,1903.0,59.0,18.0,19.0,4.3,7.6,9.1,0.53,0.212,4.0,11.0,0.0,0.3050847457627119,Moderate,Moderate Sugar,Yes
11538,3175681104297,Les galettes BOULGOUR DE RIZ &LENTILLES LEGUMES & COLOMBO,Céréal Bio,226.0,921.0,26.0,1.4,9.3,1.0,6.0,6.9,1.2,0.48,3.0,-1.0,69.5,0.05384615384615384,Low,Low Sugar,No
11539,3176582016252,Fromage La Raclette Classique,"CF&R, RichesMonts, Savencia",328.0,1362.0,0.5,0.1,26.0,18.0,23.0,2.4,1.7,0.68,3.0,15.0,0.0,0.2,Moderate,Low Sugar,No
11540,3184670001110,Fromage blanc,Rians,83.0,347.272,4.0,4.0,5.5,2.3,4.5,0.0,0.1,0.04,4.0,3.0,0.0,1.0,Low,Low Sugar,Yes
11541,3228024930050,President emmental coeur de meule 400g,Président,369.0,1532.0,0.5,0.5,29.0,21.0,27.0,0.0,0.6,0.24,3.0,9.0,0.0,1.0,Moderate,Low Sugar,No
11542,3228850008213,Pain 100% mie longue conservation,Harrys,268.0,1130.0,48.5,7.7,4.3,0.4,7.0,3.8,1.13,0.452,4.0,7.0,4.41500000000003,0.15876288659793814,Low,Low Sugar,Yes
11543,3229820105260,Jus de pruneaux,Bjorg,80.0,341.0,19.0,14.0,0.0,0.0,0.6,1.0,0.03,0.012,4.0,18.0,0.0,0.7368421052631579,Low,Moderate Sugar,Yes
11544,3245411851149,Crème légère semi-épaisse,Carrefour,197.0,816.0,6.2,3.8,18.0,12.0,2.6,0.0,0.1,0.04,4.0,14.0,0.0,0.6129032258064515,Low,Low Sugar,Yes
11545,3245412694455,4 Muffins Nature,Carrefour,228.0,965.0,43.0,2.9,1.2,0.2,10.0,2.4,0.68,0.272,4.0,1.0,0.0,0.06744186046511627,Low,Low Sugar,Yes
11546,3245414649194,Nature,Carrefour classic,540.0,2249.0,49.0,0.5,34.0,2.9,6.8,5.3,0.58,0.232,3.0,5.0,0.0,0.01020408163265306,High,Low Sugar,No
11547,3250390000549,Huile de Tournesol BOUTON D'OR 1L,Bouton d'or,900.0,3700.0,0.0,0.0,100.0,11.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,High,Low Sugar,No
11548,3250390012023,Lait Entier,Pâturages,64.0,269.0,4.8,4.8,3.6,2.4,3.2,0.0,0.13,0.052,1.0,3.0,0.0,1.0,Low,Low Sugar,No
11549,3250390150589,Emmental français râpé,Pâturages,368.0,1504.0,0.5,0.5,28.0,19.9,27.0,0.5,0.7,0.28,3.0,10.0,0.0,1.0,Moderate,Low Sugar,No
11550,3250390177678,"Fromages Frais 3,6% matière grasse 6 x 60 g",Pâturages,85.0,358.0,4.0,3.6,3.6,2.6,9.2,0.5,0.09,0.036,3.0,1.0,0.0,0.9,Low,Low Sugar,No
11551,3250390253105,Printendre Ail & Fines Herbes,Pâturages,241.0,994.0,3.3,2.6,22.5,14.9,5.8,1.0,1.16,0.464,4.0,15.0,4.2,0.787878787878788,Low,Low Sugar,Yes
11552,3250390625391,Mayonnaise 450g Squeezer,BOUTON d'OR,647.0,2665.1,3.0,1.3,70.1,5.3,1.2,0.0,1.2,0.48,4.0,17.0,68.7,0.43333333333333335,High,Low Sugar,Yes
11553,3250391704088,Madeleines coquille individuelles,Chabrior,432.0,1881.0,53.7,26.8,23.6,2.1,5.2,0.8,0.67,0.268,4.0,17.0,21.3333333333333,0.49906890130353815,Moderate,High Sugar,Yes
11554,3250391773848,Goûter fourré cacao rond BIO,"Chabrior, Chabrior Bio",473.0,1985.0,64.7,29.5,19.2,5.3,8.6,3.4,0.53,0.212,4.0,19.0,0.0,0.4559505409582689,Moderate,High Sugar,Yes
11555,3250391774111,Petits pains grillés aux 5 céréales et 2 graines - BIO,Chabrior,409.0,1701.0,66.0,1.9,8.8,1.1,12.0,6.2,1.1,0.44,3.0,8.0,0.0,0.028787878787878786,Moderate,Low Sugar,No
11556,3250391906673,Noix de cajou grillées sans sel ajouté,Bouton d'or,620.0,2555.0,23.0,6.2,48.0,8.8,20.0,6.0,0.02,0.008,3.0,-5.0,75.0,0.26956521739130435,High,Low Sugar,No
11557,3250392008918,100% pur jus - jus d'orange sans pulpe,Paquito,46.0,194.0,10.8,9.8,0.5,0.1,0.6,0.5,0.01,0.004,1.0,5.0,100.0,0.9074074074074074,Low,Low Sugar,No
11558,3250392540722,Boisson amande légère BIO,"Intermarché, Regain, Regain bio",38.0,146.0,4.4,4.0,1.5,0.1,0.7,0.5,0.05,0.02,4.0,5.0,2.8,0.9090909090909091,Low,Low Sugar,Yes
11559,3256220764261,Vinaigre balsamique bouteille en verre de 50cl,U,363.0,1518.7920000000001,57.9,1.7,7.1,1.3,11.4,11.3,0.02,0.008,2.0,7.0,25.0,0.02936096718480138,Moderate,Low Sugar,No
11560,3256221212457,Riz long Basmati 1kg,U,358.0,1518.0,78.0,0.5,1.0,0.2,8.7,0.5,0.01,0.004,1.0,-1.0,0.0,0.00641025641025641,Moderate,Low Sugar,No
11561,3256221671964,Riz complet étui de 500g,U,371.0,1552.0,75.0,1.0,2.2,0.7,7.7,2.1,0.02,0.008,1.0,1.0,0.0,0.013333333333333334,Moderate,Low Sugar,No
11562,3256223510100,Eau de Source de Montagne des Alpes,"Hautes-Alpes Naturellement, U",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0035,0.0014,1.0,0.0,0.0,0.0,Low,Low Sugar,No
11563,3256223800218,"Pruneau d'Agen dénoyauté très gros, IGP",U,192.0,813.0,43.2,38.1,0.3,0.1,1.5,5.2,0.01,0.004,1.0,6.0,100.0,0.8819444444444444,Low,High Sugar,No
11564,3256224762928,Barres de céréales figue x6 - 126g,U,369.0,1558.0,70.0,25.0,5.7,0.8,5.7,6.9,0.36,0.144,4.0,8.0,17.0,0.35714285714285715,Moderate,High Sugar,Yes
11565,3256225048489,Barre de Céréales riz et blé complet chocolat x6 - 126g,U,351.0,1471.0,56.0,15.0,6.2,3.6,6.7,22.0,0.51,0.204,4.0,8.0,0.0,0.26785714285714285,Moderate,Moderate Sugar,Yes
11566,3256830002951,La noisette,MC CAIN,183.0,765.672,25.0,0.2,7.4,1.0,2.7,3.0,0.55,0.22,4.0,3.0,0.0,0.008,Low,Low Sugar,Yes
11567,3259011033973,Tofu aux herbes,Céréal Bio,134.0,558.0,1.1,0.8,7.9,1.3,13.0,3.3,0.65,0.26,3.0,-1.0,3.3,0.7272727272727273,Low,Low Sugar,No
11568,3259234231002,Café Moulu Pur arabica,San Marco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,Low Sugar,No
11569,3270160339945,Nuggets de poulet panés,Picard,173.0,728.0,13.0,1.0,6.4,0.9,16.0,0.5,0.57,0.228,4.0,-2.0,3.89382102272727,0.07692307692307693,Low,Low Sugar,Yes
11570,3270160509355,Frites à la patate douce,Picard,165.0,689.0,22.0,11.0,7.2,0.6,1.6,3.7,0.37,0.148,4.0,5.0,8.0,0.5,Low,Moderate Sugar,Yes
11571,3270190020165,Le Camembert - Fromage à patte molle au lait pasteurisé,"CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour",265.0,1100.0,1.0,0.0,21.0,15.0,19.0,2.4,1.3,0.52,3.0,12.0,0.0,0.0,Low,Low Sugar,No
11572,3270190153085,infusion reglisse menthe,Carrefour,4.0,16.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Low,Low Sugar,Yes
11573,3270190197867,Biscottes,Carrefour,405.0,1705.0,61.0,4.0,10.0,1.2,14.0,7.5,1.7,0.68,4.0,10.0,1.575,0.06557377049180328,Moderate,Low Sugar,Yes
11574,3270720005723,4 graines grillées sans sel ajouté,Daco Bello,634.0,2619.0,4.6,4.6,55.9,6.1,22.2,12.8,0.07,0.028,1.0,9.0,100.0,1.0,High,Low Sugar,No
11575,3272320012231,L'Ortolan Familial,"Fromagerie Milleret, L'Ortolan",341.0,1413.0,0.22,0.1,28.0,18.9,18.7,2.4,1.2,0.48,3.0,12.0,0.0,0.4545454545454546,Moderate,Low Sugar,No
11576,3273227088190,Cuisine végétale fluide & légère,Sojasun,151.0,621.0,0.3,0.3,15.3,2.4,2.7,2.4,0.15,0.06,4.0,2.0,0.0,1.0,Low,Low Sugar,Yes
11577,3281780025514,Mon taboulé au poulet à la ciboulette,Pierre Martinet,171.0,718.0,20.0,3.6,7.2,0.8,5.5,2.3,0.95,0.38,4.0,5.0,41.5625,0.18,Low,Low Sugar,Yes
11578,3297760097167,Pommes Abricots Bergeron,Charles & Alice,46.0,192.464,11.0,8.8,0.0,1.4,0.0,1.0,0.01,0.004,4.0,-3.0,84.1,0.8,Low,Low Sugar,Yes
11579,3299430032577,Sirop d'agave bio 360g,Saveurs Attitudes,312.0,1305.4080000000001,71.0,69.0,0.0,0.0,0.0,5.8,0.05,0.02,1.0,15.0,0.0,0.971830985915493,Moderate,High Sugar,No
11580,3302743330022,Tagliatelles au saumon à la crème ciboulette,Fleury Michon,156.0,653.0,16.0,2.0,7.1,1.9,6.5,1.0,0.66,0.264,4.0,3.0,4.7,0.125,Low,Low Sugar,Yes
11581,3368954300940,"Parmigiano Reggiano AOP râpé lait cru 30%mg,60g","U, U Saveurs",402.0,1671.0,0.0,0.0,30.0,20.0,32.0,0.0,1.6,0.64,3.0,14.0,0.0,0.0,Moderate,Low Sugar,No
11582,3421557108631,Krounchy Chia Myrtilles,Grillon D'or,442.0,1849.328,65.0,22.0,15.0,1.7,8.0,7.3,0.04,0.016,3.0,8.0,7.0375,0.3384615384615385,Moderate,Moderate Sugar,No
